OTU_ID,Filtered because
vOTU_1647,sample was not significant in 181 samples (1) > 0.99
vOTU_3763,sample was not significant in 181 samples (1) > 0.99
vOTU_14947,sample was not significant in 181 samples (1) > 0.99
vOTU_12859,sample was not significant in 181 samples (1) > 0.99
vOTU_12873,sample was not significant in 181 samples (1) > 0.99
vOTU_1682,sample was not significant in 181 samples (1) > 0.99
vOTU_73092,sample was not significant in 181 samples (1) > 0.99
vOTU_195,sample was not significant in 181 samples (1) > 0.99
vOTU_921,sample was not significant in 181 samples (1) > 0.99
vOTU_20640,sample was not significant in 181 samples (1) > 0.99
vOTU_33561,sample was not significant in 181 samples (1) > 0.99
vOTU_92350,sample was not significant in 181 samples (1) > 0.99
vOTU_709,sample was not significant in 181 samples (1) > 0.99
vOTU_4638,sample was not significant in 181 samples (1) > 0.99
vOTU_104775,sample was not significant in 181 samples (1) > 0.99
vOTU_7554,sample was not significant in 181 samples (1) > 0.99
vOTU_1433,sample was not significant in 181 samples (1) > 0.99
vOTU_60297,sample was not significant in 181 samples (1) > 0.99
vOTU_13269,sample was not significant in 181 samples (1) > 0.99
vOTU_91428,sample was not significant in 181 samples (1) > 0.99
vOTU_130606,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_20042,sample was not significant in 181 samples (1) > 0.99
vOTU_16522,sample was not significant in 181 samples (1) > 0.99
vOTU_27540,sample was not significant in 181 samples (1) > 0.99
vOTU_92460,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_129746,sample was not significant in 181 samples (1) > 0.99
vOTU_2864,sample was not significant in 181 samples (1) > 0.99
vOTU_55895,sample was not significant in 181 samples (1) > 0.99
vOTU_24992,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_28567,sample was not significant in 181 samples (1) > 0.99
vOTU_88058,sample was not significant in 181 samples (1) > 0.99
vOTU_5138,sample was not significant in 181 samples (1) > 0.99
vOTU_1178,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_21758,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_1654,sample was not significant in 181 samples (1) > 0.99
vOTU_13728,sample was not significant in 181 samples (1) > 0.99
vOTU_62731,sample was not significant in 181 samples (1) > 0.99
vOTU_1063,sample was not significant in 181 samples (1) > 0.99
vOTU_15484,sample was not significant in 181 samples (1) > 0.99
vOTU_27088,sample was not significant in 181 samples (1) > 0.99
vOTU_20056,sample was not significant in 181 samples (1) > 0.99
vOTU_73690,sample was not significant in 181 samples (1) > 0.99
vOTU_4130,sample was not significant in 181 samples (1) > 0.99
vOTU_36936,sample was not significant in 181 samples (1) > 0.99
vOTU_135728,sample was not significant in 181 samples (1) > 0.99
vOTU_67592,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_121,sample was not significant in 181 samples (1) > 0.99
vOTU_22753,sample was not significant in 181 samples (1) > 0.99
vOTU_741,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_43866,sample was not significant in 181 samples (1) > 0.99
vOTU_44118,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_22848,sample was not significant in 181 samples (1) > 0.99
vOTU_44847,sample was not significant in 181 samples (1) > 0.99
vOTU_45258,sample was not significant in 181 samples (1) > 0.99
vOTU_785,sample was not significant in 181 samples (1) > 0.99
vOTU_77671,sample was not significant in 181 samples (1) > 0.99
vOTU_133391,sample was not significant in 181 samples (1) > 0.99
vOTU_10593,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_15108,sample was not significant in 181 samples (1) > 0.99
vOTU_7083,sample was not significant in 181 samples (1) > 0.99
vOTU_40307,sample was not significant in 181 samples (1) > 0.99
vOTU_94335,sample was not significant in 181 samples (1) > 0.99
vOTU_78783,sample was not significant in 181 samples (1) > 0.99
vOTU_41695,sample was not significant in 181 samples (1) > 0.99
vOTU_143128,sample was not significant in 181 samples (1) > 0.99
vOTU_48621,sample was not significant in 181 samples (1) > 0.99
vOTU_2212,sample was not significant in 181 samples (1) > 0.99
vOTU_19327,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_30471,sample was not significant in 181 samples (1) > 0.99
vOTU_1518,sample was not significant in 181 samples (1) > 0.99
vOTU_8827,sample was not significant in 181 samples (1) > 0.99
vOTU_15617,sample was not significant in 181 samples (1) > 0.99
vOTU_987,sample was not significant in 181 samples (1) > 0.99
vOTU_97464,sample was not significant in 181 samples (1) > 0.99
vOTU_122069,sample was not significant in 181 samples (1) > 0.99
vOTU_651,sample was not significant in 181 samples (1) > 0.99
vOTU_7985,sample was not significant in 181 samples (1) > 0.99
vOTU_10764,sample was not significant in 181 samples (1) > 0.99
vOTU_21573,sample was not significant in 181 samples (1) > 0.99
vOTU_1109,sample was not significant in 181 samples (1) > 0.99
vOTU_6136,sample was not significant in 181 samples (1) > 0.99
vOTU_44812,sample was not significant in 181 samples (1) > 0.99
vOTU_28689,sample was not significant in 181 samples (1) > 0.99
vOTU_21938,sample was not significant in 181 samples (1) > 0.99
vOTU_6809,sample was not significant in 181 samples (1) > 0.99
vOTU_33574,sample was not significant in 181 samples (1) > 0.99
vOTU_82735,sample was not significant in 181 samples (1) > 0.99
vOTU_23007,sample was not significant in 181 samples (1) > 0.99
vOTU_108676,sample was not significant in 181 samples (1) > 0.99
vOTU_42058,sample was not significant in 181 samples (1) > 0.99
vOTU_2223,sample was not significant in 181 samples (1) > 0.99
vOTU_42383,sample was not significant in 181 samples (1) > 0.99
vOTU_103327,sample was not significant in 181 samples (1) > 0.99
vOTU_90041,sample was not significant in 181 samples (1) > 0.99
vOTU_2279,sample was not significant in 181 samples (1) > 0.99
vOTU_15166,sample was not significant in 181 samples (1) > 0.99
vOTU_107548,sample was not significant in 181 samples (1) > 0.99
vOTU_54154,sample was not significant in 181 samples (1) > 0.99
vOTU_135152,sample was not significant in 181 samples (1) > 0.99
vOTU_19832,sample was not significant in 181 samples (1) > 0.99
vOTU_42301,sample was not significant in 181 samples (1) > 0.99
vOTU_80326,sample was not significant in 181 samples (1) > 0.99
vOTU_61493,sample was not significant in 181 samples (1) > 0.99
vOTU_36254,sample was not significant in 181 samples (1) > 0.99
vOTU_28203,sample was not significant in 181 samples (1) > 0.99
vOTU_14023,sample was not significant in 181 samples (1) > 0.99
vOTU_64084,sample was not significant in 181 samples (1) > 0.99
vOTU_1271,sample was not significant in 181 samples (1) > 0.99
vOTU_79127,sample was not significant in 181 samples (1) > 0.99
vOTU_106503,sample was not significant in 181 samples (1) > 0.99
vOTU_121304,sample was not significant in 181 samples (1) > 0.99
vOTU_16975,sample was not significant in 181 samples (1) > 0.99
vOTU_3132,sample was not significant in 181 samples (1) > 0.99
vOTU_28328,sample was not significant in 181 samples (1) > 0.99
vOTU_53645,sample was not significant in 181 samples (1) > 0.99
vOTU_5170,sample was not significant in 181 samples (1) > 0.99
vOTU_55829,sample was not significant in 181 samples (1) > 0.99
vOTU_22090,sample was not significant in 181 samples (1) > 0.99
vOTU_487,sample was not significant in 181 samples (1) > 0.99
vOTU_1130,sample was not significant in 181 samples (1) > 0.99
vOTU_39208,sample was not significant in 181 samples (1) > 0.99
vOTU_6556,sample was not significant in 181 samples (1) > 0.99
vOTU_4647,sample was not significant in 181 samples (1) > 0.99
vOTU_107684,sample was not significant in 181 samples (1) > 0.99
vOTU_4753,sample was not significant in 181 samples (1) > 0.99
vOTU_37526,sample was not significant in 181 samples (1) > 0.99
vOTU_175,sample was not significant in 181 samples (1) > 0.99
vOTU_16840,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_86511,sample was not significant in 181 samples (1) > 0.99
vOTU_65141,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_64840,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_117243,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_12896,sample was not significant in 181 samples (1) > 0.99
vOTU_32762,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_82455,sample was not significant in 181 samples (1) > 0.99
vOTU_47303,sample was not significant in 181 samples (1) > 0.99
vOTU_1003,sample was not significant in 181 samples (1) > 0.99
vOTU_72306,sample was not significant in 181 samples (1) > 0.99
vOTU_60300,sample was not significant in 181 samples (1) > 0.99
vOTU_83605,sample was not significant in 181 samples (1) > 0.99
vOTU_547,sample was not significant in 181 samples (1) > 0.99
vOTU_873,sample was not significant in 181 samples (1) > 0.99
vOTU_16067,sample was not significant in 181 samples (1) > 0.99
vOTU_9811,sample was not significant in 181 samples (1) > 0.99
vOTU_14150,sample was not significant in 181 samples (1) > 0.99
vOTU_23059,sample was not significant in 181 samples (1) > 0.99
vOTU_9055,sample was not significant in 181 samples (1) > 0.99
vOTU_4642,sample was not significant in 181 samples (1) > 0.99
vOTU_65959,sample was not significant in 181 samples (1) > 0.99
vOTU_123281,sample was not significant in 181 samples (1) > 0.99
vOTU_43201,sample was not significant in 181 samples (1) > 0.99
vOTU_12496,sample was not significant in 181 samples (1) > 0.99
vOTU_50547,sample was not significant in 181 samples (1) > 0.99
vOTU_135005,sample was not significant in 181 samples (1) > 0.99
vOTU_18127,sample was not significant in 181 samples (1) > 0.99
vOTU_22011,sample was not significant in 181 samples (1) > 0.99
vOTU_61139,sample was not significant in 181 samples (1) > 0.99
vOTU_121610,sample was not significant in 181 samples (1) > 0.99
vOTU_90526,sample was not significant in 181 samples (1) > 0.99
vOTU_19541,sample was not significant in 181 samples (1) > 0.99
vOTU_111247,sample was not significant in 181 samples (1) > 0.99
vOTU_19693,sample was not significant in 181 samples (1) > 0.99
vOTU_17971,sample was not significant in 181 samples (1) > 0.99
vOTU_146434,sample was not significant in 181 samples (1) > 0.99
vOTU_16116,sample was not significant in 181 samples (1) > 0.99
vOTU_92647,sample was not significant in 181 samples (1) > 0.99
vOTU_9256,sample was not significant in 181 samples (1) > 0.99
vOTU_44341,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_26419,sample was not significant in 181 samples (1) > 0.99
vOTU_61955,sample was not significant in 181 samples (1) > 0.99
vOTU_144358,sample was not significant in 181 samples (1) > 0.99
vOTU_86370,sample was not significant in 181 samples (1) > 0.99
vOTU_10266,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_943,sample was not significant in 181 samples (1) > 0.99
vOTU_51098,sample was not significant in 181 samples (1) > 0.99
vOTU_8167,sample was not significant in 181 samples (1) > 0.99
vOTU_1213,sample was not significant in 181 samples (1) > 0.99
vOTU_28813,sample was not significant in 181 samples (1) > 0.99
vOTU_14059,sample was not significant in 181 samples (1) > 0.99
vOTU_25006,sample was not significant in 181 samples (1) > 0.99
vOTU_121463,sample was not significant in 181 samples (1) > 0.99
vOTU_134945,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_41509,sample was not significant in 181 samples (1) > 0.99
vOTU_7602,sample was not significant in 181 samples (1) > 0.99
vOTU_79632,sample was not significant in 181 samples (1) > 0.99
vOTU_7413,sample was not significant in 181 samples (1) > 0.99
vOTU_21615,sample was not significant in 181 samples (1) > 0.99
vOTU_105643,sample was not significant in 181 samples (1) > 0.99
vOTU_49430,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_145826,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_5142,sample was not significant in 181 samples (1) > 0.99
vOTU_14060,sample was not significant in 181 samples (1) > 0.99
vOTU_95763,sample was not significant in 181 samples (1) > 0.99
vOTU_64273,sample was not significant in 181 samples (1) > 0.99
vOTU_18115,sample was not significant in 181 samples (1) > 0.99
vOTU_55748,sample was not significant in 181 samples (1) > 0.99
vOTU_81675,sample was not significant in 181 samples (1) > 0.99
vOTU_24198,sample was not significant in 181 samples (1) > 0.99
vOTU_93325,sample was not significant in 181 samples (1) > 0.99
vOTU_4845,sample was not significant in 181 samples (1) > 0.99
vOTU_911,sample was not significant in 181 samples (1) > 0.99
vOTU_17942,sample was not significant in 181 samples (1) > 0.99
vOTU_8111,sample was not significant in 181 samples (1) > 0.99
vOTU_2564,sample was not significant in 181 samples (1) > 0.99
vOTU_106617,sample was not significant in 181 samples (1) > 0.99
vOTU_38889,sample was not significant in 181 samples (1) > 0.99
vOTU_14363,sample was not significant in 181 samples (1) > 0.99
vOTU_30499,sample was not significant in 181 samples (1) > 0.99
vOTU_38265,sample was not significant in 181 samples (1) > 0.99
vOTU_75327,sample was not significant in 181 samples (1) > 0.99
vOTU_31510,sample was not significant in 181 samples (1) > 0.99
vOTU_12682,sample was not significant in 181 samples (1) > 0.99
vOTU_294,sample was not significant in 181 samples (1) > 0.99
vOTU_553,sample was not significant in 181 samples (1) > 0.99
vOTU_1631,sample was not significant in 181 samples (1) > 0.99
vOTU_81115,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_86073,sample was not significant in 181 samples (1) > 0.99
vOTU_8202,sample was not significant in 181 samples (1) > 0.99
vOTU_47875,sample was not significant in 181 samples (1) > 0.99
vOTU_4171,sample was not significant in 181 samples (1) > 0.99
vOTU_45279,sample was not significant in 181 samples (1) > 0.99
vOTU_4127,sample was not significant in 181 samples (1) > 0.99
vOTU_78234,sample was not significant in 181 samples (1) > 0.99
vOTU_23549,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_129995,sample was not significant in 181 samples (1) > 0.99
vOTU_66980,sample was not significant in 181 samples (1) > 0.99
vOTU_19442,sample was not significant in 181 samples (1) > 0.99
vOTU_12336,sample was not significant in 181 samples (1) > 0.99
vOTU_29347,sample was not significant in 181 samples (1) > 0.99
vOTU_14774,sample was not significant in 181 samples (1) > 0.99
vOTU_1019,sample was not significant in 181 samples (1) > 0.99
vOTU_13510,sample was not significant in 181 samples (1) > 0.99
vOTU_3977,sample was not significant in 181 samples (1) > 0.99
vOTU_7685,sample was not significant in 181 samples (1) > 0.99
vOTU_28396,sample was not significant in 181 samples (1) > 0.99
vOTU_46693,sample was not significant in 181 samples (1) > 0.99
vOTU_143487,sample was not significant in 181 samples (1) > 0.99
vOTU_10905,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_90740,sample was not significant in 181 samples (1) > 0.99
vOTU_66709,sample was not significant in 181 samples (1) > 0.99
vOTU_30651,sample was not significant in 181 samples (1) > 0.99
vOTU_16921,sample was not significant in 181 samples (1) > 0.99
vOTU_46244,sample was not significant in 181 samples (1) > 0.99
vOTU_145301,sample was not significant in 181 samples (1) > 0.99
vOTU_52917,sample was not significant in 181 samples (1) > 0.99
vOTU_1738,sample was not significant in 181 samples (1) > 0.99
vOTU_8438,sample was not significant in 181 samples (1) > 0.99
vOTU_55515,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_12221,sample was not significant in 181 samples (1) > 0.99
vOTU_69947,sample was not significant in 181 samples (1) > 0.99
vOTU_123117,sample was not significant in 181 samples (1) > 0.99
vOTU_3972,sample was not significant in 181 samples (1) > 0.99
vOTU_3980,sample was not significant in 181 samples (1) > 0.99
vOTU_106754,sample was not significant in 181 samples (1) > 0.99
vOTU_73015,sample was not significant in 181 samples (1) > 0.99
vOTU_8383,sample was not significant in 181 samples (1) > 0.99
vOTU_14511,sample was not significant in 181 samples (1) > 0.99
vOTU_66879,sample was not significant in 181 samples (1) > 0.99
vOTU_17223,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_13927,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_22938,sample was not significant in 181 samples (1) > 0.99
vOTU_27046,sample was not significant in 181 samples (1) > 0.99
vOTU_46421,sample was not significant in 181 samples (1) > 0.99
vOTU_1862,sample was not significant in 181 samples (1) > 0.99
vOTU_7842,sample was not significant in 181 samples (1) > 0.99
vOTU_131323,sample was not significant in 181 samples (1) > 0.99
vOTU_103320,sample was not significant in 181 samples (1) > 0.99
vOTU_20632,sample was not significant in 181 samples (1) > 0.99
vOTU_93510,sample was not significant in 181 samples (1) > 0.99
vOTU_104857,sample was not significant in 181 samples (1) > 0.99
vOTU_140757,sample was not significant in 181 samples (1) > 0.99
vOTU_14320,sample was not significant in 181 samples (1) > 0.99
vOTU_51487,sample was not significant in 181 samples (1) > 0.99
vOTU_1315,sample was not significant in 181 samples (1) > 0.99
vOTU_3603,sample was not significant in 181 samples (1) > 0.99
vOTU_55991,sample was not significant in 181 samples (1) > 0.99
vOTU_6699,sample was not significant in 181 samples (1) > 0.99
vOTU_92524,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_15426,sample was not significant in 181 samples (1) > 0.99
vOTU_63845,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_755,sample was not significant in 181 samples (1) > 0.99
vOTU_19817,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_2652,sample was not significant in 181 samples (1) > 0.99
vOTU_58293,sample was not significant in 181 samples (1) > 0.99
vOTU_29419,sample was not significant in 181 samples (1) > 0.99
vOTU_129565,sample was not significant in 181 samples (1) > 0.99
vOTU_78308,sample was not significant in 181 samples (1) > 0.99
vOTU_85197,sample was not significant in 181 samples (1) > 0.99
vOTU_100471,sample was not significant in 181 samples (1) > 0.99
vOTU_60039,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_11781,sample was not significant in 181 samples (1) > 0.99
vOTU_117299,sample was not significant in 181 samples (1) > 0.99
vOTU_26870,sample was not significant in 181 samples (1) > 0.99
vOTU_94255,sample was not significant in 181 samples (1) > 0.99
vOTU_5270,sample was not significant in 181 samples (1) > 0.99
vOTU_32252,sample was not significant in 181 samples (1) > 0.99
vOTU_9425,sample was not significant in 181 samples (1) > 0.99
vOTU_18210,sample was not significant in 181 samples (1) > 0.99
vOTU_64278,sample was not significant in 181 samples (1) > 0.99
vOTU_13839,sample was not significant in 181 samples (1) > 0.99
vOTU_34433,sample was not significant in 181 samples (1) > 0.99
vOTU_16718,sample was not significant in 181 samples (1) > 0.99
vOTU_95181,sample was not significant in 181 samples (1) > 0.99
vOTU_107620,sample was not significant in 181 samples (1) > 0.99
vOTU_7289,sample was not significant in 181 samples (1) > 0.99
vOTU_124257,sample was not significant in 181 samples (1) > 0.99
vOTU_12230,sample was not significant in 181 samples (1) > 0.99
vOTU_3327,sample was not significant in 181 samples (1) > 0.99
vOTU_111090,sample was not significant in 181 samples (1) > 0.99
vOTU_1040,sample was not significant in 181 samples (1) > 0.99
vOTU_71634,sample was not significant in 181 samples (1) > 0.99
vOTU_1381,sample was not significant in 181 samples (1) > 0.99
vOTU_13954,sample was not significant in 181 samples (1) > 0.99
vOTU_33781,sample was not significant in 181 samples (1) > 0.99
vOTU_55152,sample was not significant in 181 samples (1) > 0.99
vOTU_21816,sample was not significant in 181 samples (1) > 0.99
vOTU_19273,sample was not significant in 181 samples (1) > 0.99
vOTU_99736,sample was not significant in 181 samples (1) > 0.99
vOTU_713,sample was not significant in 181 samples (1) > 0.99
vOTU_1366,sample was not significant in 181 samples (1) > 0.99
vOTU_19260,sample was not significant in 181 samples (1) > 0.99
vOTU_47349,sample was not significant in 181 samples (1) > 0.99
vOTU_5059,sample was not significant in 181 samples (1) > 0.99
vOTU_89370,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_1992,sample was not significant in 181 samples (1) > 0.99
vOTU_2029,sample was not significant in 181 samples (1) > 0.99
vOTU_6976,sample was not significant in 181 samples (1) > 0.99
vOTU_21692,sample was not significant in 181 samples (1) > 0.99
vOTU_98056,sample was not significant in 181 samples (1) > 0.99
vOTU_43176,sample was not significant in 181 samples (1) > 0.99
vOTU_15493,sample was not significant in 181 samples (1) > 0.99
vOTU_112498,sample was not significant in 181 samples (1) > 0.99
vOTU_77802,sample was not significant in 181 samples (1) > 0.99
vOTU_515,sample was not significant in 181 samples (1) > 0.99
vOTU_280,sample was not significant in 181 samples (1) > 0.99
vOTU_88711,sample was not significant in 181 samples (1) > 0.99
vOTU_139525,sample was not significant in 181 samples (1) > 0.99
vOTU_17788,sample was not significant in 181 samples (1) > 0.99
vOTU_16421,sample was not significant in 181 samples (1) > 0.99
vOTU_34085,sample was not significant in 181 samples (1) > 0.99
vOTU_1511,sample was not significant in 181 samples (1) > 0.99
vOTU_93114,sample was not significant in 181 samples (1) > 0.99
vOTU_11777,sample was not significant in 181 samples (1) > 0.99
vOTU_24427,sample was not significant in 181 samples (1) > 0.99
vOTU_1341,sample was not significant in 181 samples (1) > 0.99
vOTU_123731,sample was not significant in 181 samples (1) > 0.99
vOTU_5032,sample was not significant in 181 samples (1) > 0.99
vOTU_212,sample was not significant in 181 samples (1) > 0.99
vOTU_6295,sample was not significant in 181 samples (1) > 0.99
vOTU_33959,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_25663,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_278,sample was not significant in 181 samples (1) > 0.99
vOTU_114246,sample was not significant in 181 samples (1) > 0.99
vOTU_12029,sample was not significant in 181 samples (1) > 0.99
vOTU_817,sample was not significant in 181 samples (1) > 0.99
vOTU_108936,sample was not significant in 181 samples (1) > 0.99
vOTU_1434,sample was not significant in 181 samples (1) > 0.99
vOTU_119473,sample was not significant in 181 samples (1) > 0.99
vOTU_10179,sample was not significant in 181 samples (1) > 0.99
vOTU_11352,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_10277,sample was not significant in 181 samples (1) > 0.99
vOTU_10717,sample was not significant in 181 samples (1) > 0.99
vOTU_100883,sample was not significant in 181 samples (1) > 0.99
vOTU_41907,sample was not significant in 181 samples (1) > 0.99
vOTU_6733,sample was not significant in 181 samples (1) > 0.99
vOTU_61042,sample was not significant in 181 samples (1) > 0.99
vOTU_2420,sample was not significant in 181 samples (1) > 0.99
vOTU_1802,sample was not significant in 181 samples (1) > 0.99
vOTU_2863,sample was not significant in 181 samples (1) > 0.99
vOTU_74928,sample was not significant in 181 samples (1) > 0.99
vOTU_7249,sample was not significant in 181 samples (1) > 0.99
vOTU_1269,sample was not significant in 181 samples (1) > 0.99
vOTU_98374,sample was not significant in 181 samples (1) > 0.99
vOTU_1064,sample was not significant in 181 samples (1) > 0.99
vOTU_93954,sample was not significant in 181 samples (1) > 0.99
vOTU_102433,sample was not significant in 181 samples (1) > 0.99
vOTU_1747,sample was not significant in 181 samples (1) > 0.99
vOTU_1113,sample was not significant in 181 samples (1) > 0.99
vOTU_86786,sample was not significant in 181 samples (1) > 0.99
vOTU_65766,sample was not significant in 181 samples (1) > 0.99
vOTU_58882,sample was not significant in 181 samples (1) > 0.99
vOTU_6649,sample was not significant in 181 samples (1) > 0.99
vOTU_8470,sample was not significant in 181 samples (1) > 0.99
vOTU_121322,sample was not significant in 181 samples (1) > 0.99
vOTU_11346,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_89748,sample was not significant in 181 samples (1) > 0.99
vOTU_568,sample was not significant in 181 samples (1) > 0.99
vOTU_29960,sample was not significant in 181 samples (1) > 0.99
vOTU_48744,sample was not significant in 181 samples (1) > 0.99
vOTU_31253,sample was not significant in 181 samples (1) > 0.99
vOTU_3571,sample was not significant in 181 samples (1) > 0.99
vOTU_4034,sample was not significant in 181 samples (1) > 0.99
vOTU_52092,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_5960,sample was not significant in 181 samples (1) > 0.99
vOTU_1010,sample was not significant in 181 samples (1) > 0.99
vOTU_139882,sample was not significant in 181 samples (1) > 0.99
vOTU_7009,sample was not significant in 181 samples (1) > 0.99
vOTU_91793,sample was not significant in 181 samples (1) > 0.99
vOTU_1099,sample was not significant in 181 samples (1) > 0.99
vOTU_82537,sample was not significant in 181 samples (1) > 0.99
vOTU_39495,sample was not significant in 181 samples (1) > 0.99
vOTU_16222,sample was not significant in 181 samples (1) > 0.99
vOTU_43280,sample was not significant in 181 samples (1) > 0.99
vOTU_61492,sample was not significant in 181 samples (1) > 0.99
vOTU_77411,sample was not significant in 181 samples (1) > 0.99
vOTU_54269,sample was not significant in 181 samples (1) > 0.99
vOTU_12337,sample was not significant in 181 samples (1) > 0.99
vOTU_86883,sample was not significant in 181 samples (1) > 0.99
vOTU_27962,sample was not significant in 181 samples (1) > 0.99
vOTU_20038,sample was not significant in 181 samples (1) > 0.99
vOTU_104318,sample was not significant in 181 samples (1) > 0.99
vOTU_125224,sample was not significant in 181 samples (1) > 0.99
vOTU_36169,sample was not significant in 181 samples (1) > 0.99
vOTU_10511,sample was not significant in 181 samples (1) > 0.99
vOTU_13253,sample was not significant in 181 samples (1) > 0.99
vOTU_14620,sample was not significant in 181 samples (1) > 0.99
vOTU_135512,sample was not significant in 181 samples (1) > 0.99
vOTU_111508,sample was not significant in 181 samples (1) > 0.99
vOTU_192,sample was not significant in 181 samples (1) > 0.99
vOTU_102388,sample was not significant in 181 samples (1) > 0.99
vOTU_48102,sample was not significant in 181 samples (1) > 0.99
vOTU_69097,sample was not significant in 181 samples (1) > 0.99
vOTU_48648,sample was not significant in 181 samples (1) > 0.99
vOTU_80736,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_2304,sample was not significant in 181 samples (1) > 0.99
vOTU_8860,sample was not significant in 181 samples (1) > 0.99
vOTU_4244,sample was not significant in 181 samples (1) > 0.99
vOTU_126844,sample was not significant in 181 samples (1) > 0.99
vOTU_8852,sample was not significant in 181 samples (1) > 0.99
vOTU_31735,sample was not significant in 181 samples (1) > 0.99
vOTU_39255,sample was not significant in 181 samples (1) > 0.99
vOTU_831,sample was not significant in 181 samples (1) > 0.99
vOTU_6266,sample was not significant in 181 samples (1) > 0.99
vOTU_55266,sample was not significant in 181 samples (1) > 0.99
vOTU_13414,sample was not significant in 181 samples (1) > 0.99
vOTU_83962,sample was not significant in 181 samples (1) > 0.99
vOTU_2216,sample was not significant in 181 samples (1) > 0.99
vOTU_88542,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_64,sample was not significant in 181 samples (1) > 0.99
vOTU_556,sample was not significant in 181 samples (1) > 0.99
vOTU_14551,sample was not significant in 181 samples (1) > 0.99
vOTU_4089,sample was not significant in 181 samples (1) > 0.99
vOTU_80499,sample was not significant in 181 samples (1) > 0.99
vOTU_16289,sample was not significant in 181 samples (1) > 0.99
vOTU_27318,sample was not significant in 181 samples (1) > 0.99
vOTU_9566,sample was not significant in 181 samples (1) > 0.99
vOTU_114179,sample was not significant in 181 samples (1) > 0.99
vOTU_120984,sample was not significant in 181 samples (1) > 0.99
vOTU_2876,sample was not significant in 181 samples (1) > 0.99
vOTU_131046,sample was not significant in 181 samples (1) > 0.99
vOTU_21390,sample was not significant in 181 samples (1) > 0.99
vOTU_6159,sample was not significant in 181 samples (1) > 0.99
vOTU_1395,sample was not significant in 181 samples (1) > 0.99
vOTU_2534,sample was not significant in 181 samples (1) > 0.99
vOTU_54849,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_140133,sample was not significant in 181 samples (1) > 0.99
vOTU_59831,sample was not significant in 181 samples (1) > 0.99
vOTU_87089,sample was not significant in 181 samples (1) > 0.99
vOTU_858,sample was not significant in 181 samples (1) > 0.99
vOTU_11618,sample was not significant in 181 samples (1) > 0.99
vOTU_1143,sample was not significant in 181 samples (1) > 0.99
vOTU_16376,sample was not significant in 181 samples (1) > 0.99
vOTU_13181,sample was not significant in 181 samples (1) > 0.99
vOTU_29565,sample was not significant in 181 samples (1) > 0.99
vOTU_11209,sample was not significant in 181 samples (1) > 0.99
vOTU_70844,sample was not significant in 181 samples (1) > 0.99
vOTU_145578,sample was not significant in 181 samples (1) > 0.99
vOTU_40953,sample was not significant in 181 samples (1) > 0.99
vOTU_95762,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_2006,sample was not significant in 181 samples (1) > 0.99
vOTU_78199,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_42128,sample was not significant in 181 samples (1) > 0.99
vOTU_134942,sample was not significant in 181 samples (1) > 0.99
vOTU_28527,sample was not significant in 180 samples (0.994475138121547) > 0.99
